,0
0.1,0.07822929812290186
0.2,0.13429872157601475
0.3,0.29910527150726657
0.4,0.5309540127696405
0.5,0.7346104021469848
0.6,0.8732371750967929
0.7,0.9301761625694366
0.8,0.9587062878004349
0.9,0.9790283260689784
1.0,0.9999999999999997
