,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0
0.1,0.6476796408151874,0.49547893886970995,0.21883912609987463,0.14796550555398133,0.1294423881974147,0.11888730196246128,0.12036322807863083,0.11884074435703806,0.11856023402811108,0.11858544343969109
0.2,0.2859885991779734,0.38775545879652445,0.30121368670677134,0.22949039253693143,0.20743866067350503,0.19816558005638174,0.19655386365381108,0.19451087502364584,0.19425512171287473,0.19414886586576974
0.3,0.21076879314506916,0.34856727870621046,0.51882058212934,0.4914928288090505,0.46791167534562056,0.4580355265071629,0.4511495499695072,0.44749841657631156,0.44585363596843824,0.4458399442084755
0.4,0.15781814939419228,0.24549020640672295,0.5136376961891191,0.6323298320039943,0.651841890182999,0.6530352849211913,0.6502216533571102,0.6477300640011479,0.6465462897657652,0.6465424218806686
0.5,0.13392864377038563,0.21427277166804554,0.48723512932660323,0.6439879139207315,0.6848034548713763,0.6951117382941205,0.6959228136150069,0.6954326505247956,0.6946342853920818,0.6944922363178657
0.6,0.12824932701017,0.2071166168237921,0.4748632299200084,0.6395865993938071,0.6905292821887803,0.706556252612722,0.7113200899461809,0.7115863008896732,0.7112679375990405,0.7110452244864741
0.7,0.12493828654237123,0.20434342853566018,0.4643172853496338,0.6325540483954469,0.6887969469014622,0.7084509977824426,0.7158692241063597,0.717025938808663,0.7167991229078092,0.7165713592398599
0.8,0.12239785008990328,0.20180370445441803,0.46096757858722986,0.6318714589097834,0.6906426561351664,0.7118015658354458,0.7199089902000225,0.7214469016989382,0.7213491731801521,0.7211677816222902
0.9,0.12193902874351355,0.20124687118483117,0.45918552991165973,0.630462623933671,0.6897948276401731,0.7113448941955429,0.7199010449072993,0.7215735676308802,0.7215099455692178,0.7213227342048709
1.0,0.1218822692564188,0.201373514010245,0.4590218300347721,0.6305363451735188,0.6899229136139258,0.7115654103471741,0.7201459625722703,0.7218472118609894,0.7217775989825391,0.7215907958126272
