,0
0.1,0.11928260206598758
0.2,0.20865222473409345
0.3,0.5633815264090981
0.4,0.8361676709984033
0.5,0.942517793656075
0.6,0.980406854604721
0.7,0.9946884779294209
0.8,0.9985935873638768
0.9,0.9998200915521657
1.0,1.0
