,0
0.1,0.04604196571804245
0.2,0.05665081405590297
0.3,0.10975140748655482
0.4,0.07545243527829384
0.5,0.10160576227558528
0.6,0.12966613788013237
0.7,0.1649296410541565
0.8,0.2720097880146577
0.9,0.6511726446256295
1.0,0.9999999999999997
