,0
0.1,0.0657444937547653
0.2,0.11894635804865605
0.3,0.32428012271180434
0.4,0.571498306419301
0.5,0.7493811634462626
0.6,0.8363529113438409
0.7,0.932386959236477
0.8,0.963429516627649
0.9,0.9829521592243557
1.0,1.0
