,0
0.1,0.04223358365648569
0.2,0.07178487449492803
0.3,0.10144194456907465
0.4,0.09069836859628976
0.5,0.09039883361846508
0.6,0.12878034121576556
0.7,0.15219480482068876
0.8,0.2830644860238443
0.9,0.6442890823252879
1.0,1.0
