layer_name,sparsity_0.1,sparsity_0.2,sparsity_0.3,sparsity_0.4,sparsity_0.5,sparsity_0.6,sparsity_0.7,sparsity_0.8,sparsity_0.9,sparsity_1
Linear1,0.3921,0.418,0.4297,0.4325,0.435,0.4377,0.4387,0.4399,0.4403,0.4413
Linear2,0.5039,0.505,0.505,0.5083,0.5082,0.5084,0.5073,0.5112,0.5099,0.5096
